0,52.0231
0.1,51.8428
0.2,51.491
0.3,51.1903
0.4,50.8181
0.5,50.5255
0.6,50.2168
0.7,49.9326
0.8,49.2163
0.9,48.7902
1,48.4074
1.1,48.1033
1.2,47.8029
1.3,47.475
1.4,46.6558
1.5,46.2729
1.6,45.8891
1.7,45.3434
1.8,44.991
1.9,44.662
2,44.352
2.1,44.0574
2.2,43.7599
2.3,43.4933
2.4,43.2408
2.5,42.998
2.6,42.7656
2.7,42.5449
2.8,42.3345
2.9,42.1333
3,41.9427
3.1,41.7621
3.2,41.5901
3.3,41.431
3.4,41.2827
3.5,41.1404
3.6,41.0042
3.7,40.8727
3.8,40.7359
3.9,40.6151
4,40.4986
4.1,40.3874
4.2,40.2825
4.3,40.1817
4.4,40.0835
4.5,39.9894
4.6,39.8983
4.7,39.8093
4.8,39.7243
4.9,39.6436
5,39.567
5.1,39.493
5.2,39.4212
5.3,39.3524
5.4,39.2869
5.5,39.2242
5.6,39.1638
5.7,39.1056
5.8,39.0496
5.9,38.9948
6,38.9413
6.1,38.8889
6.2,38.838
6.3,38.7882
6.4,38.7399
6.5,38.6932
6.6,38.6002
6.7,38.5581
6.8,38.5205
6.9,38.4479
7,38.4141
7.1,38.3812
7.2,38.3495
7.3,38.3184
7.4,38.2885
7.5,38.253
7.6,38.2266
7.7,38.2014
7.8,38.1767
7.9,38.1526
8,38.131
8.1,38.1113
8.2,38.0925
8.3,38.0764
8.4,38.0612
8.5,38.0467
8.6,38.0325
8.7,38.0187
8.8,38.0056
8.9,37.9945
9,37.9842
9.1,37.9741
9.2,37.9645
9.3,37.956
9.4,37.9479
9.5,37.9403
9.6,37.9137
9.7,37.9069
9.8,37.9005
9.9,37.8946
10,37.8896
10.1,37.8847
10.2,37.8719
10.3,37.8674
10.4,37.8629
10.5,37.859
10.6,37.8552
10.7,37.8514
10.8,37.8478
10.9,37.8444
11,37.8411
11.1,37.838
11.2,37.8354
11.3,37.8328
11.4,37.8302
11.5,37.6192
11.6,37.6161
11.7,37.6131
11.8,37.6102
11.9,37.6074
12,37.6049
12.1,37.6024
12.2,37.6003
12.3,37.5982
12.4,37.5961
12.5,37.5941
12.6,37.5921
12.7,37.5902
12.8,37.5882
12.9,37.5863
13,37.5845
13.1,37.5828
13.2,37.5811
13.3,37.5794
13.4,37.5778
13.5,37.5761
13.6,37.5755
13.7,37.5751
13.8,37.5748
13.9,37.5744
14,37.5741
14.1,37.5737
14.2,37.5688
14.3,37.5685
14.4,37.5682
14.5,37.568
14.6,37.5677
14.7,37.5674
14.8,37.5671
14.9,37.5668
15,37.5666
15.1,37.5665
15.2,37.5664
15.3,37.5663
