result/info/info_1_10_22.csv:28036,67855,22,249.366,240.505,246.975,240.05,239.941,239.975,239.975
result/info/info_1_10_23.csv:28036,67855,23,249.366,228.189,246.975,227.449,227.563,227.572,227.572
result/info/info_1_10_24.csv:28036,67855,24,249.366,217.862,246.975,216.911,216.911,216.911,216.911
result/info/info_1_10_25.csv:28036,67855,25,249.366,209.143,246.975,208.047,208.046,208.048,208.048
result/info/info_1_10_26.csv:28036,67855,26,249.366,201.728,246.975,200.549,200.549,200.549,200.549
result/info/info_1_10_27.csv:28036,67855,27,249.366,195.401,246.975,194.181,194.181,194.181,194.181
result/info/info_1_10_28.csv:28036,67855,28,249.366,189.986,246.975,188.749,188.743,188.756,188.756
result/info/info_1_10_29.csv:28036,67855,29,249.366,185.335,246.975,184.099,184.099,184.1,184.1
result/info/info_1_10_30.csv:28036,67855,30,249.366,181.331,246.975,180.109,180.108,180.109,180.109
result/info/info_1_10_31.csv:28036,67855,31,249.366,177.876,246.975,176.677,176.677,176.677,176.677
result/info/info_1_10_32.csv:28036,67855,32,249.366,174.893,246.975,173.722,173.722,173.722,173.722
result/info/info_1_10_33.csv:28036,67855,33,249.366,172.305,246.975,171.166,171.166,171.166,171.166
result/info/info_1_10_34.csv:28036,67855,34,249.366,170.056,246.975,168.948,168.948,168.949,168.949
result/info/info_1_10_35.csv:28036,67855,35,249.366,168.126,246.975,167.054,167.054,167.054,167.054
result/info/info_1_10_36.csv:28036,67855,36,249.366,166.483,246.975,165.447,165.447,165.447,165.447
result/info/info_1_10_37.csv:28036,67855,37,249.366,165.089,246.975,164.088,164.088,164.088,164.088
result/info/info_1_10_38.csv:28036,67855,38,249.366,163.909,246.975,162.942,162.942,162.942,162.942
result/info/info_1_10_39.csv:28036,67855,39,249.366,162.916,246.975,161.982,161.982,161.982,161.982
result/info/info_1_10_40.csv:28036,67855,40,249.366,162.089,246.975,161.186,161.186,161.186,161.186
result/info/info_11_10_22.csv:44738,67855,22,252.333,243.06,243.109,241.335,239.346,239.347,239.347
result/info/info_11_10_23.csv:44738,67855,23,252.333,230.709,243.109,227.904,227.011,227.011,227.011
result/info/info_11_10_24.csv:44738,67855,24,252.333,220.287,243.109,216.786,215.814,219.313,219.313
result/info/info_11_10_25.csv:44738,67855,25,252.333,211.452,243.109,207.514,206.806,206.806,206.806
result/info/info_11_10_26.csv:44738,67855,26,252.333,203.933,243.109,199.743,199.173,199.173,199.173
result/info/info_11_10_27.csv:44738,67855,27,252.333,197.509,243.109,193.197,192.741,192.741,192.741
result/info/info_11_10_28.csv:44738,67855,28,252.333,192.004,243.109,187.662,187.301,187.301,187.301
result/info/info_11_10_29.csv:44738,67855,29,252.333,187.274,243.109,182.963,182.679,182.68,182.68
result/info/info_11_10_30.csv:44738,67855,30,252.333,183.2,243.109,178.957,178.738,178.739,178.739
result/info/info_11_10_31.csv:44738,67855,31,252.333,179.683,243.109,175.532,175.368,175.369,175.369
result/info/info_11_10_32.csv:44738,67855,32,252.333,176.639,243.109,172.594,172.477,172.477,172.477
result/info/info_11_10_33.csv:44738,67855,33,252.333,173.998,243.109,170.062,169.983,169.983,169.983
result/info/info_11_10_34.csv:44738,67855,34,252.333,171.696,243.109,167.876,167.83,167.83,167.83
result/info/info_11_10_35.csv:44738,67855,35,252.333,169.714,243.109,166.02,166.005,166.005,166.005
result/info/info_11_10_36.csv:44738,67855,36,252.333,168.029,243.109,164.456,164.469,164.469,164.469
result/info/info_11_10_37.csv:44738,67855,37,252.333,166.603,243.109,163.143,163.179,163.179,163.179
result/info/info_11_10_38.csv:44738,67855,38,252.333,165.397,243.109,162.046,162.046,162.046,162.046
result/info/info_11_10_39.csv:44738,67855,39,252.333,164.386,243.109,161.135,161.135,161.135,161.135
result/info/info_11_10_40.csv:44738,67855,40,252.333,163.544,243.109,160.386,160.386,160.386,160.386
result/info/info_11_1_10.csv:44738,28036,10,106.528,92.8064,106.33,92.7484,92.7483,92.7486,92.7486
result/info/info_11_1_11.csv:44738,28036,11,106.528,84.9055,106.33,84.8426,84.8425,84.8428,84.8428
result/info/info_11_1_12.csv:44738,28036,12,106.528,79.447,106.33,79.3869,79.3865,79.3872,79.3872
result/info/info_1_11_13.csv:28036,44738,13,79.7712,76.4234,79.255,76.2012,76.1753,76.1754,76.1754
result/info/info_11_1_13.csv:44738,28036,13,106.528,75.6215,106.33,75.5628,75.5628,75.5628,75.5628
result/info/info_1_11_14.csv:28036,44738,14,79.7712,72.8711,79.255,72.62,72.5818,72.5819,72.5819
result/info/info_11_1_14.csv:44738,28036,14,106.528,72.8922,106.33,72.8342,72.8342,72.8343,72.8343
result/info/info_1_11_15.csv:28036,44738,15,79.7712,70.5785,79.255,70.3198,70.2811,70.2811,70.2811
result/info/info_11_1_15.csv:44738,28036,15,106.528,70.9479,106.33,70.8903,70.8902,70.8904,70.8904
result/info/info_1_11_16.csv:28036,44738,16,79.7712,69.0719,79.255,68.8134,68.7717,68.7718,68.7718
result/info/info_11_1_16.csv:44738,28036,16,106.528,69.6661,106.33,69.6088,69.6087,69.6089,69.6089
result/info/info_1_11_17.csv:28036,44738,17,79.7712,68.1129,79.255,67.8608,67.8154,67.8154,67.8154
result/info/info_11_1_17.csv:44738,28036,17,106.528,68.8498,106.33,68.7924,68.7924,68.7924,68.7924
result/info/info_1_11_18.csv:28036,44738,18,79.7712,67.5272,79.255,67.2847,67.2355,67.2357,67.2357
result/info/info_11_1_18.csv:44738,28036,18,106.528,68.3674,106.33,68.3099,68.3099,68.3099,68.3099
result/info/info_1_11_19.csv:28036,44738,19,79.7712,67.2129,79.255,66.9811,66.9284,66.9284,66.9284
result/info/info_11_1_19.csv:44738,28036,19,106.528,68.1342,106.33,68.0764,68.0764,68.0764,68.0764
result/info/info_1_11_20.csv:28036,44738,20,79.7712,67.0415,79.255,66.7869,66.7355,66.7355,66.7355
result/info/info_11_12_10.csv:44738,44533,10,69.096,48.4474,69.096,48.4474,48.4473,48.4474,48.4474
result/info/info_11_12_11.csv:44738,44533,11,69.096,47.1651,69.096,47.1651,47.1651,47.1651,47.1651
result/info/info_11_12_12.csv:44738,44533,12,69.096,46.5394,69.096,46.5394,46.5394,46.5394,46.5394
result/info/info_11_12_13.csv:44738,44533,13,69.096,46.3169,69.096,46.3169,46.3169,46.3169,46.3169
result/info/info_11_12_7.csv:44738,44533,7,69.096,61.7966,69.096,61.7966,61.7965,61.7968,61.7968
result/info/info_11_12_8.csv:44738,44533,8,69.096,54.6782,69.096,54.6782,54.6781,54.6784,54.6784
result/info/info_11_12_9.csv:44738,44533,9,69.096,50.7819,69.096,50.7819,50.7817,50.782,50.782
result/info/info_11_13_12.csv:44738,44377,12,131.739,128.468,131.739,128.468,128.467,128.468,128.468
result/info/info_11_13_13.csv:44738,44377,13,131.739,116.753,131.739,116.753,116.753,116.753,116.753
result/info/info_11_13_14.csv:44738,44377,14,131.739,108.393,131.739,108.393,108.392,108.393,108.393
result/info/info_11_13_15.csv:44738,44377,15,131.739,102.322,131.739,102.322,102.322,102.323,102.323
result/info/info_11_13_16.csv:44738,44377,16,131.739,97.8413,131.739,97.8413,97.8411,97.8415,97.8415
result/info/info_11_13_17.csv:44738,44377,17,131.739,94.4752,131.739,94.4752,94.4749,94.4754,94.4754
result/info/info_11_13_18.csv:44738,44377,18,131.739,91.9077,131.739,91.9077,91.9077,91.9078,91.9078
result/info/info_11_13_19.csv:44738,44377,19,131.739,89.96,131.739,89.96,89.96,89.96,89.96
result/info/info_11_13_20.csv:44738,44377,20,131.739,88.5507,131.739,88.5507,88.5506,88.5507,88.5507
result/info/info_11_13_21.csv:44738,44377,21,131.739,87.5487,131.739,87.5487,87.5487,87.5487,87.5487
result/info/info_11_13_22.csv:44738,44377,22,131.739,86.8559,131.739,86.8559,86.8559,86.8559,86.8559
result/info/info_11_13_23.csv:44738,44377,23,131.739,86.4033,131.739,86.4033,86.4033,86.4033,86.4033
result/info/info_11_13_24.csv:44738,44377,24,131.739,86.142,131.739,86.142,86.142,86.142,86.142
result/info/info_11_13_25.csv:44738,44377,25,131.739,86.0294,131.739,86.0294,86.0294,86.0294,86.0294
result/info/info_11_14_18.csv:44738,58908,18,204.884,204.596,202.513,0,204.074,204.075,204.075
result/info/info_11_14_19.csv:44738,58908,19,204.884,191.168,202.513,190.457,190.365,190.367,190.367
result/info/info_11_14_20.csv:44738,58908,20,204.884,180.442,202.513,179.555,179.525,179.525,179.525
result/info/info_11_14_21.csv:44738,58908,21,204.884,171.772,202.513,170.825,170.837,170.837,170.837
result/info/info_11_14_22.csv:44738,58908,22,204.884,164.719,202.513,163.776,163.775,163.777,163.777
result/info/info_11_14_23.csv:44738,58908,23,204.884,158.933,202.513,158.021,158.021,158.021,158.021
result/info/info_11_14_24.csv:44738,58908,24,204.884,154.159,202.513,153.281,153.281,153.281,153.281
result/info/info_11_14_25.csv:44738,58908,25,204.884,150.19,202.513,149.346,149.345,149.348,149.348
result/info/info_11_14_26.csv:44738,58908,26,204.884,146.877,202.513,146.065,146.065,146.065,146.065
result/info/info_11_14_27.csv:44738,58908,27,204.884,144.095,202.513,143.313,143.313,143.313,143.313
result/info/info_11_14_28.csv:44738,58908,28,204.884,141.733,202.513,140.984,140.984,140.984,140.984
result/info/info_11_14_29.csv:44738,58908,29,204.884,139.767,202.513,139.052,139.052,139.052,139.052
result/info/info_11_14_30.csv:44738,58908,30,204.884,138.17,202.513,137.482,137.482,137.482,137.482
result/info/info_11_14_31.csv:44738,58908,31,204.884,136.882,202.513,136.216,136.216,136.216,136.216
result/info/info_11_14_32.csv:44738,58908,32,204.884,135.851,202.513,135.204,135.204,135.204,135.204
result/info/info_11_14_33.csv:44738,58908,33,204.884,135.036,202.513,134.407,134.407,134.407,134.407
result/info/info_11_14_34.csv:44738,58908,34,204.884,134.404,202.513,133.79,133.79,133.79,133.79
result/info/info_11_14_35.csv:44738,58908,35,204.884,133.928,202.513,133.327,133.327,133.327,133.327
result/info/info_11_14_36.csv:44738,58908,36,204.884,133.586,202.513,132.996,132.996,132.997,132.997
result/info/info_11_14_37.csv:44738,58908,37,204.884,133.359,202.513,132.779,132.779,132.779,132.779
result/info/info_11_14_38.csv:44738,58908,38,204.884,133.228,202.513,132.657,132.657,132.657,132.657
result/info/info_11_14_39.csv:44738,58908,39,204.884,133.034,202.513,132.479,133.089,132.683,132.683
result/info/info_11_15_10.csv:44738,16633,10,100.538,94.7467,100.538,94.7467,94.7463,94.747,94.747
result/info/info_11_15_11.csv:44738,16633,11,100.538,85.8398,100.538,85.8398,85.8388,85.8408,85.8408
result/info/info_11_15_12.csv:44738,16633,12,100.538,80.2263,100.538,80.2263,80.2259,80.2266,80.2266
result/info/info_11_15_13.csv:44738,16633,13,100.538,76.3371,100.538,76.3371,76.337,76.3372,76.3372
result/info/info_11_15_14.csv:44738,16633,14,100.538,73.5619,100.538,73.5619,73.5618,73.5619,73.5619
result/info/info_11_15_15.csv:44738,16633,15,100.538,71.5899,100.538,71.5899,71.5898,71.5901,71.5901
result/info/info_11_15_16.csv:44738,16633,16,100.538,70.2776,100.538,70.2776,70.2764,70.2788,70.2788
result/info/info_11_15_17.csv:44738,16633,17,100.538,69.4435,100.538,69.4435,69.4435,69.4435,69.4435
result/info/info_11_15_18.csv:44738,16633,18,100.538,68.9517,100.538,68.9517,68.9517,68.9517,68.9517
result/info/info_11_15_19.csv:44738,16633,19,100.538,68.7147,100.538,68.7147,68.7147,68.7147,68.7147
result/info/info_11_16_16.csv:44738,65452,16,167.445,153.812,152.063,150.566,145.84,145.841,145.841
result/info/info_11_16_17.csv:44738,65452,17,167.445,144.173,152.063,138.508,135.956,135.956,135.956
result/info/info_11_16_18.csv:44738,65452,18,167.445,136.805,152.063,130.089,128.841,128.842,128.842
result/info/info_11_16_19.csv:44738,65452,19,167.445,131.106,152.063,124.077,123.577,123.585,123.585
result/info/info_11_16_20.csv:44738,65452,20,167.445,126.571,152.063,119.637,119.534,119.534,119.534
result/info/info_11_16_21.csv:44738,65452,21,167.445,122.92,152.063,116.233,116.326,116.326,116.326
result/info/info_11_16_22.csv:44738,65452,22,167.445,119.963,152.063,113.563,113.563,113.563,113.563
result/info/info_11_16_23.csv:44738,65452,23,167.445,117.54,152.063,111.439,111.439,111.439,111.439
result/info/info_11_16_24.csv:44738,65452,24,167.445,115.597,152.063,109.817,109.817,109.817,109.817
result/info/info_11_16_25.csv:44738,65452,25,167.445,114.08,152.063,108.584,108.584,108.585,108.585
result/info/info_11_16_26.csv:44738,65452,26,167.445,112.906,152.063,107.656,107.656,107.656,107.656
result/info/info_11_16_27.csv:44738,65452,27,167.445,112.014,152.063,106.978,106.978,106.978,106.978
result/info/info_11_16_28.csv:44738,65452,28,167.445,111.353,152.063,106.502,106.502,106.502,106.502
result/info/info_11_16_29.csv:44738,65452,29,167.445,110.881,152.063,106.194,106.194,106.194,106.194
result/info/info_11_16_30.csv:44738,65452,30,167.445,110.568,152.063,106.021,106.021,106.021,106.021
result/info/info_11_16_31.csv:44738,65452,31,167.445,110.386,152.063,105.831,106.332,105.926,105.926
result/info/info_11_17_20.csv:44738,71737,20,218.786,212.94,212.29,0,211.92,211.92,211.92
result/info/info_11_17_21.csv:44738,71737,21,218.786,200.707,212.29,201.443,199.425,199.426,199.426
result/info/info_11_17_22.csv:44738,71737,22,218.786,190.823,212.29,190.599,189.46,189.461,189.461
result/info/info_11_17_23.csv:44738,71737,23,218.786,182.735,212.29,181.977,181.227,181.228,181.228
result/info/info_11_17_24.csv:44738,71737,24,218.786,176.055,212.29,175.002,174.344,174.345,174.345
result/info/info_11_17_25.csv:44738,71737,25,218.786,170.499,212.29,169.278,168.759,168.759,168.759
result/info/info_11_17_26.csv:44738,71737,26,218.786,165.847,212.29,164.531,164.115,164.116,164.116
result/info/info_11_17_27.csv:44738,71737,27,218.786,161.934,212.29,160.57,160.232,160.232,160.232
result/info/info_11_17_28.csv:44738,71737,28,218.786,158.625,212.29,157.242,156.96,156.96,156.96
result/info/info_11_17_29.csv:44738,71737,29,218.786,155.807,212.29,154.425,154.186,154.186,154.186
result/info/info_11_17_30.csv:44738,71737,30,218.786,153.386,212.29,152.021,151.812,151.812,151.812
result/info/info_11_17_31.csv:44738,71737,31,218.786,151.33,212.29,149.993,149.812,149.812,149.812
result/info/info_11_17_32.csv:44738,71737,32,218.786,149.632,212.29,148.321,148.163,148.163,148.163
result/info/info_11_17_33.csv:44738,71737,33,218.786,148.248,212.29,146.96,146.763,146.763,146.763
result/info/info_11_17_34.csv:44738,71737,34,218.786,147.122,212.29,145.859,145.667,145.667,145.667
result/info/info_11_17_35.csv:44738,71737,35,218.786,146.217,212.29,144.978,144.788,144.788,144.788
result/info/info_11_17_36.csv:44738,71737,36,218.786,145.499,212.29,144.284,144.096,144.096,144.096
result/info/info_11_17_37.csv:44738,71737,37,218.786,144.941,212.29,143.748,143.561,143.561,143.561
result/info/info_11_17_38.csv:44738,71737,38,218.786,144.522,212.29,143.35,143.164,143.164,143.164
result/info/info_11_17_39.csv:44738,71737,39,218.786,144.227,212.29,143.074,142.902,142.902,142.902
result/info/info_11_17_40.csv:44738,71737,40,218.786,144.033,212.29,142.897,142.723,142.723,142.723
result/info/info_11_18_25.csv:44738,10739,25,276.119,263.598,270.173,265.01,262.493,262.493,262.493
