0,13.6977
0.1,13.6977
0.2,13.6977
0.3,13.6977
0.4,13.4322
0.5,13.4322
0.6,13.415
0.7,13.3839
0.8,13.3446
0.9,13.2583
1,13.122
1.1,12.8165
1.2,12.5508
1.3,12.3162
1.4,12.1049
1.5,11.9148
1.6,11.7424
1.7,11.585
1.8,11.4403
1.9,11.3066
2,11.1842
2.1,11.0726
2.2,10.9679
2.3,10.8632
2.4,10.7648
2.5,10.6709
2.6,10.5817
2.7,10.4973
2.8,10.4171
2.9,10.3409
3,10.2674
3.1,10.1967
3.2,10.129
3.3,10.0595
3.4,9.98957
3.5,9.92243
3.6,9.85484
3.7,9.78669
3.8,9.72106
3.9,9.65453
4,9.59014
4.1,9.52648
4.2,9.46455
4.3,9.40408
4.4,9.3444
4.5,9.28648
4.6,9.23031
4.7,9.17582
4.8,9.12291
4.9,9.07176
5,9.0222
5.1,8.97405
5.2,8.92719
5.3,8.88155
5.4,8.83709
5.5,8.79375
5.6,8.75148
5.7,8.71023
5.8,8.66998
5.9,8.63071
6,8.59234
6.1,8.55484
6.2,8.51817
6.3,8.4823
6.4,8.4472
6.5,8.41284
6.6,8.37918
6.7,8.34622
6.8,8.31397
6.9,8.28242
7,8.25191
7.1,8.22198
7.2,8.19276
7.3,8.16433
7.4,8.13641
7.5,8.109
7.6,8.08208
7.7,8.05563
7.8,8.02963
7.9,8.00408
8,7.97897
8.1,7.95427
8.2,7.92997
8.3,7.90629
8.4,7.88311
8.5,7.86031
8.6,7.83786
8.7,7.81575
8.8,7.79398
8.9,7.77254
9,7.75142
9.1,7.7306
9.2,7.71009
9.3,7.68988
9.4,7.66995
9.5,7.6503
9.6,7.63092
9.7,7.61186
9.8,7.59326
9.9,7.57491
10,7.55681
10.1,7.53894
10.2,7.5213
10.3,7.5039
10.4,7.48671
10.5,7.46974
10.6,7.45298
10.7,7.43643
10.8,7.42009
10.9,7.40394
11,7.38798
11.1,7.37222
11.2,7.35676
11.3,7.34199
11.4,7.32738
11.5,7.31295
11.6,7.29868
11.7,7.28457
11.8,7.27061
11.9,7.25681
12,7.24316
12.1,7.22966
12.2,7.2163
12.3,7.20309
12.4,7.19002
12.5,7.17708
12.6,7.1645
12.7,7.15219
12.8,7.14
12.9,7.12794
13,7.116
13.1,7.10417
13.2,7.09246
13.3,7.08087
13.4,7.06939
13.5,7.05802
13.6,7.04676
13.7,7.03561
13.8,7.02456
13.9,7.01362
14,7.00277
14.1,6.99203
14.2,6.98139
14.3,6.97084
14.4,6.96038
14.5,6.95003
14.6,6.93976
14.7,6.93055
14.8,6.92162
14.9,6.91278
15,6.904
15.1,6.89531
15.2,6.88677
15.3,6.8785
15.4,6.8703
15.5,6.86216
15.6,6.8541
15.7,6.8461
15.8,6.83816
15.9,6.8303
16,6.82249
16.1,6.81483
16.2,6.80733
16.3,6.79988
16.4,6.7925
16.5,6.78517
16.6,6.77791
16.7,6.77069
16.8,6.76354
16.9,6.75644
17,6.74939
17.1,6.7424
17.2,6.73546
17.3,6.72877
17.4,6.72318
17.5,6.71801
17.6,6.71288
17.7,6.70779
17.8,6.70274
17.9,6.69772
18,6.69274
18.1,6.6878
18.2,6.68289
18.3,6.67801
18.4,6.67317
18.5,6.66836
18.6,6.66359
18.7,6.65885
18.8,6.65414
18.9,6.64946
19,6.64482
19.1,6.64021
19.2,6.6387
19.3,6.63812
19.4,6.63754
19.5,6.63696
19.6,6.63639
19.7,6.63583
19.8,6.63526
19.9,6.6347
20,6.63415
20.1,6.6336
20.2,6.63305
20.3,6.6325
20.4,6.63196
20.5,6.63142
20.6,6.63089
20.7,6.63036
20.8,6.62983
20.9,6.62936
21,6.62936
21.1,6.62936
21.2,6.62936
21.3,6.62936
21.4,6.62936
21.5,6.62936
21.6,6.62936
21.7,6.62936
21.8,6.62936
21.9,6.62936
22,6.62936
22.1,6.62936
22.2,6.62936
22.3,6.62936
22.4,6.62936
22.5,6.62936
22.6,6.62936
22.7,6.62936
22.8,6.62936
22.9,6.62936
23,6.62936
23.1,6.62936
23.2,6.62936
23.3,6.62936
23.4,6.62936
23.5,6.62936
23.6,6.62936
23.7,6.62936
23.8,6.62936
23.9,6.62936
24,6.62936
24.1,6.62936
24.2,6.62936
24.3,6.62936
24.4,6.62936
24.5,6.62936
24.6,6.62936
24.7,6.62936
24.8,6.62936
24.9,6.62936
25,6.62936
25.1,6.62936
25.2,6.62936
25.3,6.62936
25.4,6.62936
25.5,6.62936
25.6,6.62936
25.7,6.62936
25.8,6.62936
