src, des, distance, speed_min, speed_max, time_min, time_max, grade, grade_key, label
2671,2672,3.04332,38.8235,55,0.055333,0.0783884,0.00449188,0,I-10L
2672,2671,3.04332,41.5951,67.8,0.0448867,0.0731652,-0.00449188,0,I-10R
2672,2674,4.61415,37.0468,48.5,0.095137,0.124549,0.210121,0,I-10L:I-10L
2672,62730,4.43476,41.5951,67.8,0.0654094,0.106617,0.155723,0,US90AltPenR
2672,83183,1.27897,36.3158,46,0.0278036,0.0352179,0.607894,5,US90AltPenL
2674,2672,4.61415,41.5951,67.8,0.0680553,0.11093,-0.210121,0,I-10R:I-10R
2674,2675,2.16341,35.3425,43,0.0503119,0.0612128,-0.143121,0,I-10L
2674,39732,2.29774,41.5951,67.8,0.03389,0.0552406,-0.240143,0,US29R:US29R
2674,39735,2.14872,34.7251,41.5,0.0517765,0.0618782,-0.0980336,0,US29L:US29L
2675,2674,2.16341,41.5951,67.8,0.0319087,0.0520112,0.143121,0,I-10R
2675,2677,3.50949,32.9308,36.5,0.0961503,0.106572,0.0251342,0,I-10L:I-10L
2675,17773,3.61444,41.5951,67.8,0.0533104,0.0868959,-0.0615394,0,I-110R:I-110R:I-110R
2677,2675,3.50949,41.5951,67.8,0.0517624,0.0843726,-0.0251342,0,I-10R:I-10R
2677,2678,0.59727,43.6364,45,0.0132727,0.0136874,-1.77835,-15,I-10L
2678,2677,0.59727,30,45.8,0.0130408,0.019909,1.77835,15,I-10R
2678,2682,11.7688,40.2279,61.95,0.189972,0.292552,-0.0496364,0,I-10L:I-10L:I-10L:I-10L
2678,62744,3.74152,41.5951,67.8,0.0551846,0.0899509,0.107582,0,US90R:US90R
2678,62746,0.679963,30,47,0.0144673,0.0226654,-0.904303,-5,US90L
2682,2678,11.7688,41.5951,67.8,0.173581,0.282937,0.0496364,0,I-10R:I-10R:I-10R:I-10R
2682,2683,2.82896,40,60,0.0471494,0.0707241,0.855367,5,I-10L
2683,2682,2.82896,30,70,0.0404138,0.0942988,-0.855367,-5,I-10R
